							
"Inst
 Code"	Institute Name	Place	"Dist 
Code"	College Type	Year of Estab	Branch Name	"BC_D 
GIRLS"
KPRT	KOMMURI PRATAP REDDY INST OF TECHNOLOGY  (AUTONOMOUS)	GHATKESAR	MDL	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	122697
KPRT	KOMMURI PRATAP REDDY INST OF TECHNOLOGY  (AUTONOMOUS)	GHATKESAR	MDL	PVT	2008	COMPUTER SCIENCE AND ENGINEERING	103391
KPRT	KOMMURI PRATAP REDDY INST OF TECHNOLOGY  (AUTONOMOUS)	GHATKESAR	MDL	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	126581
KPRT	KOMMURI PRATAP REDDY INST OF TECHNOLOGY  (AUTONOMOUS)	GHATKESAR	MDL	PVT	2008	ELECTRONICS AND COMMUNICATION ENGINEERING	137316
KTKM	KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE	HUZURABAD	KRM	PVT	1997	ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING	146700
KTKM	KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE	HUZURABAD	KRM	PVT	1997	CIVIL ENGINEERING	156852
KTKM	KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE	HUZURABAD	KRM	PVT	1997	COMPUTER SCIENCE AND ENGINEERING	79734
KTKM	KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE	HUZURABAD	KRM	PVT	1997	COMPUTER SCIENCE AND ENGINEERING (IOT)	156852
KTKM	KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE	HUZURABAD	KRM	PVT	1997	ELECTRONICS AND COMMUNICATION ENGINEERING	134297
KTKM	KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE	HUZURABAD	KRM	PVT	1997	ELECTRICAL AND ELECTRONICS ENGINEERING	156852
KTKM	KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE	HUZURABAD	KRM	PVT	1997	INFORMATION TECHNOLOGY	156852
KTKM	KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE	HUZURABAD	KRM	PVT	1997	MECHANICAL ENGINEERING	124784
KUCE	K U COLLEGE OF ENGG  KOTHAGUDEM	KOTHAGUDEM	KGM	UNIV	1976	COMPUTER SCIENCE AND ENGINEERING	48974
KUCE	K U COLLEGE OF ENGG  KOTHAGUDEM	KOTHAGUDEM	KGM	UNIV	1976	ELECTRICAL AND ELECTRONICS ENGINEERING	156852
KUCE	K U COLLEGE OF ENGG  KOTHAGUDEM	KOTHAGUDEM	KGM	UNIV	1976	MINING ENGINEERING	102529
KUCESF	K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE	KOTHAGUDEM	KGM	SF	2012	COMPUTER SCIENCE AND ENGINEERING	156852
KUCESF	K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE	KOTHAGUDEM	KGM	SF	2012	ELECTRONICS AND COMMUNICATION ENGINEERING	25795
KUCESF	K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE	KOTHAGUDEM	KGM	SF	2012	ELECTRICAL AND ELECTRONICS ENGINEERING	156852
KUCESF	K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE	KOTHAGUDEM	KGM	SF	2012	INFORMATION TECHNOLOGY	131165
KUCESF	K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE	KOTHAGUDEM	KGM	SF	2012	MINING ENGINEERING	156852
KUEWSF	UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS	WARANGAL	HNK	SF	2013	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	116745
KUEWSF	UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS	WARANGAL	HNK	SF	2013	COMPUTER SCIENCE AND ENGINEERING	77003
KUEWSF	UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS	WARANGAL	HNK	SF	2013	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	142470
KUEWSF	UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS	WARANGAL	HNK	SF	2013	ELECTRONICS AND COMMUNICATION ENGINEERING	140668
KUEWSF	UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS	WARANGAL	HNK	SF	2013	ELECTRICAL AND ELECTRONICS ENGINEERING	59552
KUEWSF	UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS	WARANGAL	HNK	SF	2013	INFORMATION TECHNOLOGY	135101
KUWL	KU COLLEGE OF ENGINEERING  AND TECHNOLOGY	WARANGAL	HNK	UNIV	2009	CIVIL ENGINEERING	152420
KUWL	KU COLLEGE OF ENGINEERING  AND TECHNOLOGY	WARANGAL	HNK	UNIV	2009	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	46755
KUWL	KU COLLEGE OF ENGINEERING  AND TECHNOLOGY	WARANGAL	HNK	UNIV	2009	COMPUTER SCIENCE AND ENGINEERING	27142
KUWL	KU COLLEGE OF ENGINEERING  AND TECHNOLOGY	WARANGAL	HNK	UNIV	2009	ELECTRONICS AND COMMUNICATION ENGINEERING	47070
KUWL	KU COLLEGE OF ENGINEERING  AND TECHNOLOGY	WARANGAL	HNK	UNIV	2009	ELECTRICAL AND ELECTRONICS ENGINEERING	111417
KUWL	KU COLLEGE OF ENGINEERING  AND TECHNOLOGY	WARANGAL	HNK	UNIV	2009	INFORMATION TECHNOLOGY	156852
KUWL	KU COLLEGE OF ENGINEERING  AND TECHNOLOGY	WARANGAL	HNK	UNIV	2009	MECHANICAL ENGINEERING	156852
MDRK	MADHIRA INSTITUTE OF TECHNOLOGY AND SCI	KODAD	SRP	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	156852
MDRK	MADHIRA INSTITUTE OF TECHNOLOGY AND SCI	KODAD	SRP	PVT	2001	COMPUTER SCIENCE AND ENGINEERING	149671
MDRK	MADHIRA INSTITUTE OF TECHNOLOGY AND SCI	KODAD	SRP	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	129879
MDRK	MADHIRA INSTITUTE OF TECHNOLOGY AND SCI	KODAD	SRP	PVT	2001	ELECTRONICS AND COMMUNICATION ENGINEERING	153847
MECS	MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS)	HYDERABAD	HYD	PVT	2011	CIVIL ENGINEERING	156852
MECS	MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS)	HYDERABAD	HYD	PVT	2011	COMPUTER ENGINEERING	94125
MECS	MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS)	HYDERABAD	HYD	PVT	2011	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	35807
MECS	MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS)	HYDERABAD	HYD	PVT	2011	COMPUTER SCIENCE AND ENGINEERING	30534
MECS	MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS)	HYDERABAD	HYD	PVT	2011	ELECTRONICS AND COMMUNICATION ENGINEERING	77698
MECS	MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS)	HYDERABAD	HYD	PVT	2011	ELECTRICAL AND ELECTRONICS ENGINEERING	140575
MECS	MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS)	HYDERABAD	HYD	PVT	2011	INFORMATION TECHNOLOGY	48278
MECS	MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS)	HYDERABAD	HYD	PVT	2011	MECHANICAL ENGINEERING	156852
METH	METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)	ABIDS	HYD	PVT	2008	ARTIFICIAL INTELLIGENCE AND DATA SCIENCE	104263
METH	METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)	ABIDS	HYD	PVT	2008	CIVIL ENGINEERING	156852
METH	METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)	ABIDS	HYD	PVT	2008	COMPUTER SCIENCE AND ENGINEERING	76358
METH	METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)	ABIDS	HYD	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	93869
METH	METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)	ABIDS	HYD	PVT	2008	ELECTRONICS AND COMMUNICATION ENGINEERING	143744
METH	METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)	ABIDS	HYD	PVT	2008	ELECTRICAL AND ELECTRONICS ENGINEERING	156852
METH	METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)	ABIDS	HYD	PVT	2008	MECHANICAL ENGINEERING	95098
MGHA	MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN	GHATKESAR	MDL	PVT	2008	ARTIFICIAL INTELLIGENCE AND DATA SCIENCE	130924
MGHA	MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN	GHATKESAR	MDL	PVT	2008	ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING	144635
MGHA	MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN	GHATKESAR	MDL	PVT	2008	COMPUTER SCIENCE AND ENGINEERING	108634
MGHA	MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN	GHATKESAR	MDL	PVT	2008	ELECTRONICS AND COMMUNICATION ENGINEERING	142120
MGHA	MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN	GHATKESAR	MDL	PVT	2008	ELECTRICAL AND ELECTRONICS ENGINEERING	103969
MGIT	MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS)	GANDIPET	RR	PVT	1997	CIVIL ENGINEERING	156852
MGIT	MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS)	GANDIPET	RR	PVT	1997	COMPUTER SCIENCE AND BUSINESS SYSTEM	18640
MGIT	MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS)	GANDIPET	RR	PVT	1997	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	17586
MGIT	MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS)	GANDIPET	RR	PVT	1997	COMPUTER SCIENCE AND ENGINEERING	13066
MGIT	MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS)	GANDIPET	RR	PVT	1997	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	17019
MGIT	MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS)	GANDIPET	RR	PVT	1997	ELECTRONICS AND COMMUNICATION ENGINEERING	28105
MGIT	MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS)	GANDIPET	RR	PVT	1997	ELECTRICAL AND ELECTRONICS ENGINEERING	62892
MGIT	MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS)	GANDIPET	RR	PVT	1997	INFORMATION TECHNOLOGY	18864
MGIT	MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS)	GANDIPET	RR	PVT	1997	MECHANICAL (MECHTRONICS) ENGINEERING	125412
MGIT	MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS)	GANDIPET	RR	PVT	1997	MECHANICAL ENGINEERING	144026
MGIT	MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS)	GANDIPET	RR	PVT	1997	METALLURGY AND MATERIAL ENGINEERING	78644
MGUNSF	MGU COLLEGE OF ENGINEERING AND TECHNOLOGY 	NALGONDA	NLG	SF	2013	COMPUTER SCIENCE AND ENGINEERING	124962
MGUNSF	MGU COLLEGE OF ENGINEERING AND TECHNOLOGY 	NALGONDA	NLG	SF	2013	ELECTRONICS AND COMMUNICATION ENGINEERING	156852
MGUNSF	MGU COLLEGE OF ENGINEERING AND TECHNOLOGY 	NALGONDA	NLG	SF	2013	ELECTRICAL AND ELECTRONICS ENGINEERING	65765
MHVR	MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY	BANDLAGUDA	HYD	PVT	2001	AERONAUTICAL ENGINEERING	134416
MHVR	MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY	BANDLAGUDA	HYD	PVT	2001	CIVIL ENGINEERING	156852
MHVR	MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY	BANDLAGUDA	HYD	PVT	2001	COMPUTER SCIENCE AND ENGINEERING	96024
MHVR	MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY	BANDLAGUDA	HYD	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	156852
MHVR	MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY	BANDLAGUDA	HYD	PVT	2001	ELECTRONICS AND COMMUNICATION ENGINEERING	156852
MHVR	MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY	BANDLAGUDA	HYD	PVT	2001	ELECTRICAL AND ELECTRONICS ENGINEERING	73468
MHVR	MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY	BANDLAGUDA	HYD	PVT	2001	INFORMATION TECHNOLOGY	104469
MHVR	MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY	BANDLAGUDA	HYD	PVT	2001	MECHANICAL ENGINEERING	156852
MINA	MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN	MIRYALAGUDA	NLG	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	132428
MINA	MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN	MIRYALAGUDA	NLG	PVT	2008	COMPUTER SCIENCE AND ENGINEERING	145756
MINA	MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN	MIRYALAGUDA	NLG	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	142346
MINA	MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN	MIRYALAGUDA	NLG	PVT	2008	ELECTRONICS AND COMMUNICATION ENGINEERING	59239
MINA	MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN	MIRYALAGUDA	NLG	PVT	2008	ELECTRICAL AND ELECTRONICS ENGINEERING	66968
MLID	M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS)	DUNDIGAL	MDL	PVT	2005	AERONAUTICAL ENGINEERING	132195
MLID	M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS)	DUNDIGAL	MDL	PVT	2005	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	43819
MLID	M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS)	DUNDIGAL	MDL	PVT	2005	COMPUTER SCIENCE AND ENGINEERING	31799
MLID	M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS)	DUNDIGAL	MDL	PVT	2005	COMPUTER SCIENCE AND INFORMATION TECHNOLOGY 	44423
MLID	M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS)	DUNDIGAL	MDL	PVT	2005	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	36361
MLID	M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS)	DUNDIGAL	MDL	PVT	2005	ELECTRONICS AND COMMUNICATION ENGINEERING	81395
MLID	M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS)	DUNDIGAL	MDL	PVT	2005	ELECTRICAL AND ELECTRONICS ENGINEERING	131535
MLID	M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS)	DUNDIGAL	MDL	PVT	2005	INFORMATION TECHNOLOGY	53974
MLID	M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS)	DUNDIGAL	MDL	PVT	2005	MECHANICAL ENGINEERING	137216
MLRD	MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS)	MYSAMMAGUDA	MDL	PVT	2004	AERONAUTICAL ENGINEERING	141747
MLRD	MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS)	MYSAMMAGUDA	MDL	PVT	2004	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	51886
MLRD	MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS)	MYSAMMAGUDA	MDL	PVT	2004	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	53721
MLRD	MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS)	MYSAMMAGUDA	MDL	PVT	2004	COMPUTER SCIENCE AND ENGINEERING	38171
MLRD	MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS)	MYSAMMAGUDA	MDL	PVT	2004	COMPUTER SCIENCE AND INFORMATION TECHNOLOGY 	55723
MLRD	MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS)	MYSAMMAGUDA	MDL	PVT	2004	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	51837
MLRD	MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS)	MYSAMMAGUDA	MDL	PVT	2004	ELECTRONICS AND COMMUNICATION ENGINEERING	75309
MLRD	MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS)	MYSAMMAGUDA	MDL	PVT	2004	ELECTRICAL AND ELECTRONICS ENGINEERING	156852
MLRD	MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS)	MYSAMMAGUDA	MDL	PVT	2004	MECHANICAL ENGINEERING	94233
MLRS	MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS)	DUNDIGAL	MDL	PVT	2009	CIVIL ENGINEERING	156852
MLRS	MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS)	DUNDIGAL	MDL	PVT	2009	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	70765
MLRS	MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS)	DUNDIGAL	MDL	PVT	2009	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	62401
MLRS	MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS)	DUNDIGAL	MDL	PVT	2009	COMPUTER SCIENCE AND ENGINEERING	59320
MLRS	MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS)	DUNDIGAL	MDL	PVT	2009	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	60604
MLRS	MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS)	DUNDIGAL	MDL	PVT	2009	ELECTRONICS AND COMMUNICATION ENGINEERING	93101
MLRS	MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS)	DUNDIGAL	MDL	PVT	2009	ELECTRICAL AND ELECTRONICS ENGINEERING	156852
MLRS	MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS)	DUNDIGAL	MDL	PVT	2009	INFORMATION TECHNOLOGY	71345
MLRS	MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS)	DUNDIGAL	MDL	PVT	2009	MECHANICAL ENGINEERING	156852
MNRT	MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY	SANGAREDDY	SRD	PVT	2008	COMPUTER SCIENCE AND ENGINEERING	138928
MNRT	MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY	SANGAREDDY	SRD	PVT	2008	ELECTRONICS AND COMMUNICATION ENGINEERING	142757
MOTK	MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY	SATHUPALLY	KHM	PVT	2001	COMPUTER SCIENCE AND ENGINEERING	140673
MOTK	MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY	SATHUPALLY	KHM	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	156852
MOTK	MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY	SATHUPALLY	KHM	PVT	2001	ELECTRONICS AND COMMUNICATION ENGINEERING	138546
MRCE	MALLA REDDY COLLEGE OF ENGINEERING	MYSAMMAGUDA	MDL	PVT	2005	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	87500
MRCE	MALLA REDDY COLLEGE OF ENGINEERING	MYSAMMAGUDA	MDL	PVT	2005	COMPUTER SCIENCE AND ENGINEERING	73781
MRCE	MALLA REDDY COLLEGE OF ENGINEERING	MYSAMMAGUDA	MDL	PVT	2005	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	87569
MRCE	MALLA REDDY COLLEGE OF ENGINEERING	MYSAMMAGUDA	MDL	PVT	2005	ELECTRONICS AND COMMUNICATION ENGINEERING	93374
MRCW	MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	60179
MRCW	MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	67874
MRCW	MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2008	COMPUTER SCIENCE AND ENGINEERING	46659
MRCW	MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2008	COMPUTER SCIENCE AND INFORMATION TECHNOLOGY 	83822
MRCW	MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	59219
MRCW	MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (IOT)	86837
MRCW	MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2008	ELECTRONICS AND COMMUNICATION ENGINEERING	76918
MRCW	MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2008	ELECTRICAL AND ELECTRONICS ENGINEERING	136355
MRCW	MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2008	INFORMATION TECHNOLOGY	65989
MREC	MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2002	CIVIL ENGINEERING	155670
MREC	MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2002	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	39727
MREC	MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2002	COMPUTER SCIENCE AND ENGINEERING	29084
MREC	MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2002	COMPUTER SCIENCE AND INFORMATION TECHNOLOGY 	41161
MREC	MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2002	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	33352
MREC	MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2002	COMPUTER SCIENCE AND ENGINEERING (IOT)	72734
MREC	MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2002	ELECTRONICS AND COMMUNICATION ENGINEERING	60979
MREC	MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2002	ELECTRICAL AND ELECTRONICS ENGINEERING	128877
MREC	MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2002	INFORMATION TECHNOLOGY	47131
MREC	MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2002	MECHANICAL ENGINEERING	156852
MREC	MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2002	MINING ENGINEERING	120931
MREM	MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES	MEDCHAL	MDL	PVT	2008	CIVIL ENGINEERING	106147
MREM	MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES	MEDCHAL	MDL	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	156852
MREM	MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES	MEDCHAL	MDL	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	78808
MREM	MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES	MEDCHAL	MDL	PVT	2008	COMPUTER SCIENCE AND ENGINEERING	90207
MREM	MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES	MEDCHAL	MDL	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	100444
MREM	MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES	MEDCHAL	MDL	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (IOT)	89338
MREM	MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES	MEDCHAL	MDL	PVT	2008	ELECTRONICS AND COMMUNICATION ENGINEERING	156852
MREM	MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES	MEDCHAL	MDL	PVT	2008	ELECTRICAL AND ELECTRONICS ENGINEERING	118087
MREM	MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES	MEDCHAL	MDL	PVT	2008	INFORMATION TECHNOLOGY	103161
MREM	MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES	MEDCHAL	MDL	PVT	2008	MECHANICAL ENGINEERING	72778
MREW	MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN	MAISAMMAGUDA	MDL	PVT	2008	COMPUTER SCIENCE AND ENGINEERING	76112
MREW	MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN	MAISAMMAGUDA	MDL	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	84663
MREW	MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN	MAISAMMAGUDA	MDL	PVT	2008	ELECTRONICS AND COMMUNICATION ENGINEERING	128712
MRIT	MALLAREDDY INST OF TECHNOLOGY AND SCI (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2005	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	72119
