							
"Inst
 Code"	Institute Name	Place	"Dist 
Code"	College Type	Year of Estab	Branch Name	"BC_D 
GIRLS"
CHTS	SREE CHAITANYA INST OF TECHNOLOGY SCIENCES	KARIMNAGAR	KRM	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	92252
CHTS	SREE CHAITANYA INST OF TECHNOLOGY SCIENCES	KARIMNAGAR	KRM	PVT	2008	ELECTRONICS AND COMMUNICATION ENGINEERING	114743
CHTS	SREE CHAITANYA INST OF TECHNOLOGY SCIENCES	KARIMNAGAR	KRM	PVT	2008	ELECTRICAL AND ELECTRONICS ENGINEERING	101865
CMRG	CMR TECHNICAL CAMPUS (AUTONOMOUS)	KANDLAKOYA	MDL	PVT	2009	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	51275
CMRG	CMR TECHNICAL CAMPUS (AUTONOMOUS)	KANDLAKOYA	MDL	PVT	2009	COMPUTER SCIENCE AND ENGINEERING	40350
CMRG	CMR TECHNICAL CAMPUS (AUTONOMOUS)	KANDLAKOYA	MDL	PVT	2009	COMPUTER SCIENCE AND INFORMATION TECHNOLOGY 	51156
CMRG	CMR TECHNICAL CAMPUS (AUTONOMOUS)	KANDLAKOYA	MDL	PVT	2009	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	47221
CMRG	CMR TECHNICAL CAMPUS (AUTONOMOUS)	KANDLAKOYA	MDL	PVT	2009	ELECTRONICS AND COMMUNICATION ENGINEERING	74380
CMRG	CMR TECHNICAL CAMPUS (AUTONOMOUS)	KANDLAKOYA	MDL	PVT	2009	INFORMATION TECHNOLOGY	62456
CMRK	C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	KANDLAKOYA	MDL	PVT	2002	CIVIL ENGINEERING	129558
CMRK	C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	KANDLAKOYA	MDL	PVT	2002	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	30105
CMRK	C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	KANDLAKOYA	MDL	PVT	2002	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	25090
CMRK	C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	KANDLAKOYA	MDL	PVT	2002	COMPUTER SCIENCE AND ENGINEERING	22931
CMRK	C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	KANDLAKOYA	MDL	PVT	2002	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	26937
CMRK	C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	KANDLAKOYA	MDL	PVT	2002	ELECTRONICS AND COMMUNICATION ENGINEERING	47875
CMRK	C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	KANDLAKOYA	MDL	PVT	2002	ELECTRICAL AND ELECTRONICS ENGINEERING	111313
CMRK	C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	KANDLAKOYA	MDL	PVT	2002	MECHANICAL ENGINEERING	156852
CMRM	CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS)	KANDLAKOYA	MDL	PVT	2005	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	48360
CMRM	CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS)	KANDLAKOYA	MDL	PVT	2005	COMPUTER SCIENCE AND ENGINEERING	33192
CMRM	CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS)	KANDLAKOYA	MDL	PVT	2005	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	47346
CMRM	CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS)	KANDLAKOYA	MDL	PVT	2005	ELECTRONICS AND COMMUNICATION ENGINEERING	70054
CMRN	CMR ENGG COLLEGE (AUTONOMOUS)	KANDLAKOYA	MDL	PVT	2010	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	61336
CMRN	CMR ENGG COLLEGE (AUTONOMOUS)	KANDLAKOYA	MDL	PVT	2010	COMPUTER SCIENCE AND ENGINEERING	45344
CMRN	CMR ENGG COLLEGE (AUTONOMOUS)	KANDLAKOYA	MDL	PVT	2010	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	57731
CMRN	CMR ENGG COLLEGE (AUTONOMOUS)	KANDLAKOYA	MDL	PVT	2010	ELECTRONICS AND COMMUNICATION ENGINEERING	73640
CMRN	CMR ENGG COLLEGE (AUTONOMOUS)	KANDLAKOYA	MDL	PVT	2010	INFORMATION TECHNOLOGY	68695
CVRH	CVR COLLEGE OF ENGINEERING	IBRAHIMPATAN	RR	PVT	2001	ARTIFICIAL INTELLIGENCE AND DATA SCIENCE	21304
CVRH	CVR COLLEGE OF ENGINEERING	IBRAHIMPATAN	RR	PVT	2001	ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING	17928
CVRH	CVR COLLEGE OF ENGINEERING	IBRAHIMPATAN	RR	PVT	2001	CIVIL ENGINEERING	136964
CVRH	CVR COLLEGE OF ENGINEERING	IBRAHIMPATAN	RR	PVT	2001	COMPUTER SCIENCE AND BUSINESS SYSTEM	19860
CVRH	CVR COLLEGE OF ENGINEERING	IBRAHIMPATAN	RR	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	18393
CVRH	CVR COLLEGE OF ENGINEERING	IBRAHIMPATAN	RR	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	17222
CVRH	CVR COLLEGE OF ENGINEERING	IBRAHIMPATAN	RR	PVT	2001	COMPUTER SCIENCE AND ENGINEERING	10660
CVRH	CVR COLLEGE OF ENGINEERING	IBRAHIMPATAN	RR	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	12540
CVRH	CVR COLLEGE OF ENGINEERING	IBRAHIMPATAN	RR	PVT	2001	ELECTRONICS AND COMMUNICATION ENGINEERING	24460
CVRH	CVR COLLEGE OF ENGINEERING	IBRAHIMPATAN	RR	PVT	2001	ELECTRICAL AND ELECTRONICS ENGINEERING	67112
CVRH	CVR COLLEGE OF ENGINEERING	IBRAHIMPATAN	RR	PVT	2001	ELECTRONICS AND INSTRUMENTATION ENGINEERING	94695
CVRH	CVR COLLEGE OF ENGINEERING	IBRAHIMPATAN	RR	PVT	2001	MECHANICAL ENGINEERING	86635
CVSR	ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG)	GHATKESAR	MDL	PVT	2002	ARTIFICIAL INTELLIGENCE	30846
CVSR	ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG)	GHATKESAR	MDL	PVT	2002	CIVIL ENGINEERING	134991
CVSR	ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG)	GHATKESAR	MDL	PVT	2002	COMPUTER SCIENCE AND ENGINEERING	20898
CVSR	ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG)	GHATKESAR	MDL	PVT	2002	ELECTRONICS AND COMMUNICATION ENGINEERING	40735
CVSR	ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG)	GHATKESAR	MDL	PVT	2002	ELECTRICAL AND ELECTRONICS ENGINEERING	125141
CVSR	ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG)	GHATKESAR	MDL	PVT	2002	INFORMATION TECHNOLOGY	28070
CVSR	ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG)	GHATKESAR	MDL	PVT	2002	MECHANICAL ENGINEERING	139545
DARE	DARIPALLY ANANTHA RAMULU COLLOF ENGGAND TECH	KHAMMAM	KHM	PVT	2007	COMPUTER SCIENCE AND ENGINEERING	156852
DARE	DARIPALLY ANANTHA RAMULU COLLOF ENGGAND TECH	KHAMMAM	KHM	PVT	2007	ELECTRONICS AND COMMUNICATION ENGINEERING	156852
DRKC	D R K COLLEGE OF ENGINEERING AND TECHNOLOGY	BOWRAMPET	MDL	PVT	2006	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	156852
DRKC	D R K COLLEGE OF ENGINEERING AND TECHNOLOGY	BOWRAMPET	MDL	PVT	2006	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	156852
DRKC	D R K COLLEGE OF ENGINEERING AND TECHNOLOGY	BOWRAMPET	MDL	PVT	2006	COMPUTER SCIENCE AND ENGINEERING	124257
DRKC	D R K COLLEGE OF ENGINEERING AND TECHNOLOGY	BOWRAMPET	MDL	PVT	2006	ELECTRONICS AND COMMUNICATION ENGINEERING	143120
DRKI	D R K INSTITUTE OF SCI AND TECHNOLOGY	BOWRAMPET	MDL	PVT	2004	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	130407
DRKI	D R K INSTITUTE OF SCI AND TECHNOLOGY	BOWRAMPET	MDL	PVT	2004	COMPUTER SCIENCE AND ENGINEERING	139487
DRKI	D R K INSTITUTE OF SCI AND TECHNOLOGY	BOWRAMPET	MDL	PVT	2004	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	118039
DRKI	D R K INSTITUTE OF SCI AND TECHNOLOGY	BOWRAMPET	MDL	PVT	2004	ELECTRONICS AND COMMUNICATION ENGINEERING	156852
DRKI	D R K INSTITUTE OF SCI AND TECHNOLOGY	BOWRAMPET	MDL	PVT	2004	ELECTRICAL AND ELECTRONICS ENGINEERING	156852
DRKI	D R K INSTITUTE OF SCI AND TECHNOLOGY	BOWRAMPET	MDL	PVT	2004	MECHANICAL ENGINEERING	156852
ELEN	ELLENKI COLLGE OF ENGG AND TECHNOLOGY	PATANCHERU	SRD	PVT	2001	CIVIL ENGINEERING	156852
ELEN	ELLENKI COLLGE OF ENGG AND TECHNOLOGY	PATANCHERU	SRD	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	156852
ELEN	ELLENKI COLLGE OF ENGG AND TECHNOLOGY	PATANCHERU	SRD	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	132948
ELEN	ELLENKI COLLGE OF ENGG AND TECHNOLOGY	PATANCHERU	SRD	PVT	2001	COMPUTER SCIENCE AND ENGINEERING	140640
ELEN	ELLENKI COLLGE OF ENGG AND TECHNOLOGY	PATANCHERU	SRD	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	146678
ELEN	ELLENKI COLLGE OF ENGG AND TECHNOLOGY	PATANCHERU	SRD	PVT	2001	ELECTRONICS AND COMMUNICATION ENGINEERING	143671
ELEN	ELLENKI COLLGE OF ENGG AND TECHNOLOGY	PATANCHERU	SRD	PVT	2001	MECHANICAL ENGINEERING	156852
GATE	GATE INSTITUTE OF TECHNOLOGYAND SCIENCES	KODAD	SRP	PVT	2008	COMPUTER SCIENCE AND ENGINEERING	146223
GCTC	GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	KEESARA	MDL	PVT	2005	CIVIL ENGINEERING	140055
GCTC	GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	KEESARA	MDL	PVT	2005	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	45274
GCTC	GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	KEESARA	MDL	PVT	2005	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	44852
GCTC	GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	KEESARA	MDL	PVT	2005	COMPUTER SCIENCE AND ENGINEERING	34091
GCTC	GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	KEESARA	MDL	PVT	2005	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	37251
GCTC	GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	KEESARA	MDL	PVT	2005	ELECTRONICS AND COMMUNICATION ENGINEERING	75576
GCTC	GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	KEESARA	MDL	PVT	2005	ELECTRICAL AND ELECTRONICS ENGINEERING	132295
GCTC	GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	KEESARA	MDL	PVT	2005	MECHANICAL ENGINEERING	156852
GLOB	GLOBAL INST OF ENGINEERING AND TECHNOLOGY	CHILKUR	RR	PVT	2006	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	156852
GLOB	GLOBAL INST OF ENGINEERING AND TECHNOLOGY	CHILKUR	RR	PVT	2006	COMPUTER SCIENCE AND ENGINEERING	144525
GLOB	GLOBAL INST OF ENGINEERING AND TECHNOLOGY	CHILKUR	RR	PVT	2006	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	156852
GLOB	GLOBAL INST OF ENGINEERING AND TECHNOLOGY	CHILKUR	RR	PVT	2006	ELECTRONICS AND COMMUNICATION ENGINEERING	156852
GLOB	GLOBAL INST OF ENGINEERING AND TECHNOLOGY	CHILKUR	RR	PVT	2006	MECHANICAL ENGINEERING	156852
GLWC	GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE	BACHUPALLY	MDL	PVT	2021	COMPUTER SCIENCE	60646
GLWC	GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE	BACHUPALLY	MDL	PVT	2021	COMPUTER SCIENCE AND ENGINEERING	48419
GNIT	GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	1999	ARTIFICIAL INTELLIGENCE AND DATA SCIENCE	65794
GNIT	GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	1999	CIVIL ENGINEERING	156597
GNIT	GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	1999	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	156852
GNIT	GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	1999	COMPUTER SCIENCE AND ENGINEERING	36509
GNIT	GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	1999	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	44081
GNIT	GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	1999	ELECTRONICS AND COMMUNICATION ENGINEERING	80015
GNIT	GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	1999	ELECTRICAL AND ELECTRONICS ENGINEERING	156852
GNIT	GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	1999	INFORMATION TECHNOLOGY	59677
GNIT	GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	1999	MECHANICAL ENGINEERING	151544
GNPT	GANAPATHI ENGINEERING COLLGE	WARANGAL	WGL	PVT	2005	COMPUTER SCIENCE AND ENGINEERING	156852
GNPT	GANAPATHI ENGINEERING COLLGE	WARANGAL	WGL	PVT	2005	ELECTRONICS AND COMMUNICATION ENGINEERING	156852
GNTW	G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI	SHAIKPET	HYD	PVT	1997	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	10090
GNTW	G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI	SHAIKPET	HYD	PVT	1997	COMPUTER SCIENCE AND ENGINEERING	8011
GNTW	G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI	SHAIKPET	HYD	PVT	1997	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	9417
GNTW	G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI	SHAIKPET	HYD	PVT	1997	ELECTRONICS AND COMMUNICATION ENGINEERING	21196
GNTW	G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI	SHAIKPET	HYD	PVT	1997	ELECTRICAL AND ELECTRONICS ENGINEERING	54687
GNTW	G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI	SHAIKPET	HYD	PVT	1997	ELECTRONICS AND TELEMATICS	43616
GNTW	G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI	SHAIKPET	HYD	PVT	1997	INFORMATION TECHNOLOGY	13186
GRRR	GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH	BACHUPALLY	MDL	PVT	1997	CIVIL ENGINEERING	117860
GRRR	GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH	BACHUPALLY	MDL	PVT	1997	COMPUTER SCIENCE AND ENGG (ARTIFICIAL INTELLIGENCE)	13016
GRRR	GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH	BACHUPALLY	MDL	PVT	1997	COMPUTER SCIENCE AND BUSINESS SYSTEM	18276
GRRR	GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH	BACHUPALLY	MDL	PVT	1997	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	12779
GRRR	GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH	BACHUPALLY	MDL	PVT	1997	COMPUTER SCIENCE AND ENGINEERING	9110
GRRR	GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH	BACHUPALLY	MDL	PVT	1997	COMPUTER SCIENCE AND INFORMATION TECHNOLOGY 	13869
GRRR	GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH	BACHUPALLY	MDL	PVT	1997	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	10032
GRRR	GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH	BACHUPALLY	MDL	PVT	1997	ELECTRONICS AND COMMUNICATION ENGINEERING	17606
GRRR	GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH	BACHUPALLY	MDL	PVT	1997	ELECTRICAL AND ELECTRONICS ENGINEERING	46369
GRRR	GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH	BACHUPALLY	MDL	PVT	1997	INFORMATION TECHNOLOGY	16078
GRRR	GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH	BACHUPALLY	MDL	PVT	1997	MECHANICAL ENGINEERING	110586
GURU	GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	ARTIFICIAL INTELLIGENCE AND DATA SCIENCE	62003
GURU	GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	CIVIL ENGINEERING	156852
GURU	GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	71769
GURU	GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	56045
GURU	GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	COMPUTER SCIENCE AND ENGINEERING	47000
GURU	GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	49788
GURU	GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (IOT)	89472
GURU	GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	ELECTRONICS AND COMMUNICATION ENGINEERING	104417
GURU	GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	ELECTRICAL AND ELECTRONICS ENGINEERING	156852
GURU	GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	INFORMATION TECHNOLOGY	79450
GURU	GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	MECHANICAL ENGINEERING	156852
HITM	HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS)	MEDCHAL	MDL	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	78693
HITM	HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS)	MEDCHAL	MDL	PVT	2001	COMPUTER SCIENCE AND ENGINEERING	58841
HITM	HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS)	MEDCHAL	MDL	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	72485
HITM	HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS)	MEDCHAL	MDL	PVT	2001	ELECTRONICS AND COMMUNICATION ENGINEERING	85175
HITM	HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS)	MEDCHAL	MDL	PVT	2001	ELECTRICAL AND ELECTRONICS ENGINEERING	127724
HITM	HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS)	MEDCHAL	MDL	PVT	2001	MECHANICAL ENGINEERING	156852
HOLY	HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS)	KEESARA	MDL	PVT	2001	CIVIL ENGINEERING	156852
HOLY	HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS)	KEESARA	MDL	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	110011
HOLY	HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS)	KEESARA	MDL	PVT	2001	COMPUTER SCIENCE AND ENGINEERING	113531
HOLY	HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS)	KEESARA	MDL	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	156852
HOLY	HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS)	KEESARA	MDL	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (IOT)	141572
HOLY	HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS)	KEESARA	MDL	PVT	2001	ELECTRONICS AND COMMUNICATION ENGINEERING	145878
HOLY	HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS)	KEESARA	MDL	PVT	2001	ELECTRICAL AND ELECTRONICS ENGINEERING	156852
HOLY	HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS)	KEESARA	MDL	PVT	2001	MECHANICAL ENGINEERING	156852
IARE	INSTITUTE OF AERONAUTICAL ENGINEERING	DUNDIGAL	MDL	PVT	2000	AERONAUTICAL ENGINEERING	61576
IARE	INSTITUTE OF AERONAUTICAL ENGINEERING	DUNDIGAL	MDL	PVT	2000	CIVIL ENGINEERING	156852
IARE	INSTITUTE OF AERONAUTICAL ENGINEERING	DUNDIGAL	MDL	PVT	2000	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	31115
IARE	INSTITUTE OF AERONAUTICAL ENGINEERING	DUNDIGAL	MDL	PVT	2000	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	27166
IARE	INSTITUTE OF AERONAUTICAL ENGINEERING	DUNDIGAL	MDL	PVT	2000	COMPUTER SCIENCE AND ENGINEERING	22646
IARE	INSTITUTE OF AERONAUTICAL ENGINEERING	DUNDIGAL	MDL	PVT	2000	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	24065
IARE	INSTITUTE OF AERONAUTICAL ENGINEERING	DUNDIGAL	MDL	PVT	2000	ELECTRONICS AND COMMUNICATION ENGINEERING	51907
IARE	INSTITUTE OF AERONAUTICAL ENGINEERING	DUNDIGAL	MDL	PVT	2000	ELECTRICAL AND ELECTRONICS ENGINEERING	90428
IARE	INSTITUTE OF AERONAUTICAL ENGINEERING	DUNDIGAL	MDL	PVT	2000	INFORMATION TECHNOLOGY	30670
IARE	INSTITUTE OF AERONAUTICAL ENGINEERING	DUNDIGAL	MDL	PVT	2000	MECHANICAL ENGINEERING	119054
IITT	INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY	SIDDIPET	SDP	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	156852
IITT	INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY	SIDDIPET	SDP	PVT	2001	COMPUTER SCIENCE AND ENGINEERING	121556
IITT	INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY	SIDDIPET	SDP	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	156852
IITT	INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY	SIDDIPET	SDP	PVT	2001	ELECTRONICS AND COMMUNICATION ENGINEERING	156852
IITT	INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY	SIDDIPET	SDP	PVT	2001	ELECTRICAL AND ELECTRONICS ENGINEERING	156852
INDI	SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2007	ARTIFICIAL INTELLIGENCE AND DATA SCIENCE	156852
INDI	SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2007	CIVIL ENGINEERING	156852
INDI	SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2007	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	156852
INDI	SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2007	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	85351
INDI	SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2007	COMPUTER SCIENCE AND ENGINEERING	70483
INDI	SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2007	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	89301
INDI	SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2007	COMPUTER SCIENCE AND ENGINEERING (IOT)	116553
INDI	SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2007	ELECTRONICS AND COMMUNICATION ENGINEERING	103629
